"","ImageNumber","Count_Nuclei","FileName_Dna","FileName_Overlay","ImageQuality_PowerLogLogSlope_Dna","Mean_Nuclei_AreaShape_Area","Mean_Nuclei_Intensity_IntegratedIntensity_Dna","Mean_Nuclei_Intensity_MaxIntensity_Dna","Mean_Nuclei_Intensity_MeanIntensity_Dna","Metadata_gene","Metadata_plate","Metadata_posNum","Metadata_siRNA","Metadata_timeNum","Metadata_wellNum","PathName_Dna","PathName_Overlay","Metadata_gene_siRNA","Metadata_batch_treatment"
"155",155,153,"EMBO_2012_Group4--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0090--P001--T00090--Z000--C01.ome.png.jpg",-1.076801212,567.0065359,6.467249068,0.023029669,0.011498225,"empty","EMBO_2012_Group4",1,"empty",90,90,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00090--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"156",156,203,"EMBO_2012_Group4--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png.jpg",-1.293186126,555.4630542,5.846291426,0.016814249,0.010309796,"Scramble","EMBO_2012_Group4",1,"s229174",90,91,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00091--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"157",157,109,"EMBO_2012_Group4--s449--PLK1--W0081--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s449--PLK1--W0081--P001--T00090--Z000--C01.ome.png.jpg",-1.018162724,579.1559633,7.429945127,0.030722857,0.013000353,"PLK1","EMBO_2012_Group4",1,"s449",90,81,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00081--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group4__PLK1"
"158",158,130,"EMBO_2012_Group4--s2748--CDC20--W0084--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s2748--CDC20--W0084--P001--T00090--Z000--C01.ome.png.jpg",-1.0067263,555.4076923,6.149304077,0.022986544,0.01130046,"CDC20","EMBO_2012_Group4",1,"s2748",90,84,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00084--s2748--CDC20/P00001--s2748--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_s2748","EMBO_2012_Group4__CDC20"
"159",159,136,"EMBO_2012_Group4--empty--empty--W0083--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0083--P001--T00090--Z000--C01.ome.png.jpg",-1.178189454,582.5514706,6.311454993,0.020930676,0.010754836,"empty","EMBO_2012_Group4",1,"empty",90,83,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00083--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"160",160,114,"EMBO_2012_Group4--empty--empty--W0082--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0082--P001--T00090--Z000--C01.ome.png.jpg",-1.143399843,592.7631579,7.530230602,0.025678396,0.012363628,"empty","EMBO_2012_Group4",1,"empty",90,82,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00082--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"161",161,185,"EMBO_2012_Group2--empty--empty--W0019--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0019--P001--T00090--Z000--C01.ome.png.jpg",-2.358262126,452.2648649,4.351241291,0.011713897,0.009014231,"empty","EMBO_2012_Group2",1,"empty",90,19,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00019--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"162",162,392,"EMBO_2012_Group2--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.png.jpg",-1.817130148,612.3979592,4.742275891,0.009983267,0.007394484,"Scramble","EMBO_2012_Group2",1,"s229174",90,18,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00018--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"163",163,312,"EMBO_2012_Group2--empty--empty--W0020--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0020--P001--T00090--Z000--C01.ome.png.jpg",-1.904230306,647.2019231,5.501870576,0.011015411,0.008084642,"empty","EMBO_2012_Group2",1,"empty",90,20,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00020--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"164",164,413,"EMBO_2012_Group2--empty--empty--W0017--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0017--P001--T00090--Z000--C01.ome.png.jpg",-1.905061686,629.5859564,5.359812686,0.011034312,0.008091395,"empty","EMBO_2012_Group2",1,"empty",90,17,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00017--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"165",165,328,"EMBO_2012_Group2--empty--empty--W0046--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0046--P001--T00090--Z000--C01.ome.png.jpg",-1.444234669,600.7957317,5.63500259,0.012470256,0.008788434,"empty","EMBO_2012_Group2",1,"empty",90,46,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00046--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"166",166,299,"EMBO_2012_Group2--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.png.jpg",-1.312297723,610.1070234,5.576873517,0.013405706,0.008920467,"CIT","EMBO_2012_Group2",1,"s21911",90,47,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00047--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group2__CIT"
"167",167,389,"EMBO_2012_Group2--empty--empty--W0045--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0045--P001--T00090--Z000--C01.ome.png.jpg",-1.439516274,561.1131105,4.957871827,0.011983701,0.008571772,"empty","EMBO_2012_Group2",1,"empty",90,45,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00045--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"168",168,299,"EMBO_2012_Group2--empty--empty--W0048--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0048--P001--T00090--Z000--C01.ome.png.jpg",-1.339809749,573.8160535,5.221828582,0.013120278,0.008823506,"empty","EMBO_2012_Group2",1,"empty",90,48,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00048--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"169",169,167,"EMBO_2012_Group3--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.png.jpg",-1.072098839,477.0419162,7.299058064,0.027511939,0.015296462,"CDC20","EMBO_2012_Group3",1,"sCDC20",90,53,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00053--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group3__CDC20"
"170",170,203,"EMBO_2012_Group3--empty--empty--W0056--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0056--P001--T00090--Z000--C01.ome.png.jpg",-1.276296647,529.8768473,7.532181378,0.022018249,0.013621586,"empty","EMBO_2012_Group3",1,"empty",90,56,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00056--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"171",171,291,"EMBO_2012_Group3--empty--empty--W0054--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0054--P001--T00090--Z000--C01.ome.png.jpg",-1.302605578,551.2920962,7.872940969,0.021995718,0.013889519,"empty","EMBO_2012_Group3",1,"empty",90,54,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00054--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"172",172,46,"EMBO_2012_Group3--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.png.jpg",-1.39569623,763.5869565,10.37908627,0.021736146,0.013227683,"ECT2","EMBO_2012_Group3",1,"s4445",90,55,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00055--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group3__ECT2"
"173",173,102,"EMBO_2012_Group2--s7903--KIF11--W0014--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s7903--KIF11--W0014--P001--T00090--Z000--C01.ome.png.jpg",-0.984202824,448.4901961,5.73465299,0.027999859,0.012079955,"KIF11","EMBO_2012_Group2",1,"s7903",90,14,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00014--s7903--KIF11/P00001--s7903--KIF11","/g/EMBO_HTM_2012--cp/images","KIF11_s7903","EMBO_2012_Group2__KIF11"
"174",174,306,"EMBO_2012_Group2--empty--empty--W0016--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0016--P001--T00090--Z000--C01.ome.png.jpg",-1.955166973,614.5,5.10677383,0.010506644,0.007940956,"empty","EMBO_2012_Group2",1,"empty",90,16,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00016--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"175",175,247,"EMBO_2012_Group2--empty--empty--W0013--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0013--P001--T00090--Z000--C01.ome.png.jpg",-1.980949073,658.0890688,5.130574368,0.00988457,0.007425095,"empty","EMBO_2012_Group2",1,"empty",90,13,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00013--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"176",176,293,"EMBO_2012_Group2--XWNeg9--XWNeg9--W0015--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--XWNeg9--XWNeg9--W0015--P001--T00090--Z000--C01.ome.png.jpg",-1.925095812,646.4095563,5.389304749,0.010849543,0.007892096,"XWNeg9","EMBO_2012_Group2",1,"XWNeg9",90,15,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00015--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group2__XWNeg9"
"177",177,239,"EMBO_2012_Group3--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.png.jpg",-1.305321639,579.916318,7.760303499,0.020432217,0.013068151,"Scramble","EMBO_2012_Group3",1,"s229174",90,40,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00040--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"178",178,115,"EMBO_2012_Group3--empty--empty--W0038--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0038--P001--T00090--Z000--C01.ome.png.jpg",-1.273656742,554.0434783,8.52406056,0.025376146,0.01489389,"empty","EMBO_2012_Group3",1,"empty",90,38,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00038--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"179",179,141,"EMBO_2012_Group3--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.png.jpg",-1.366360078,845.3049645,12.35663948,0.025378784,0.014400686,"ECT2","EMBO_2012_Group3",1,"s4445",90,37,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00037--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group3__ECT2"
"180",180,54,"EMBO_2012_Group3--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.png.jpg",-0.814487931,468.8703704,9.831736561,0.051376842,0.020669314,"PLK1","EMBO_2012_Group3",1,"s449",90,39,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00039--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group3__PLK1"
"181",181,130,"EMBO_2012_Group3--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.png.jpg",-1.427238563,734.7692308,11.100292,0.026416536,0.015064329,"INCENP","EMBO_2012_Group3",1,"s7424",90,42,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00042--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group3__INCENP"
"182",182,175,"EMBO_2012_Group3--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.png.jpg",-1.01257441,540.2514286,9.484671854,0.034327651,0.01698967,"CKAP5","EMBO_2012_Group3",1,"s18928",90,44,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00044--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group3__CKAP5"
"183",183,223,"EMBO_2012_Group3--empty--empty--W0041--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0041--P001--T00090--Z000--C01.ome.png.jpg",-1.399991463,584.4304933,8.192574947,0.020805853,0.013600653,"empty","EMBO_2012_Group3",1,"empty",90,41,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00041--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"184",184,126,"EMBO_2012_Group3--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.png.jpg",-1.417328638,580.9126984,8.165362573,0.021677256,0.013854682,"XWNeg9","EMBO_2012_Group3",1,"XWNeg9",90,43,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00043--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group3__XWNeg9"
"185",185,199,"EMBO_2012_Group4--empty--empty--W0006--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0006--P001--T00090--Z000--C01.ome.png.jpg",-1.104994249,540.6532663,6.275314531,0.019660155,0.011153861,"empty","EMBO_2012_Group4",1,"empty",90,6,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00006--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"186",186,224,"EMBO_2012_Group4--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.png.jpg",-1.097241732,576.4285714,6.463929442,0.019156967,0.01093382,"ECT2","EMBO_2012_Group4",1,"s4445",90,5,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00005--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group4__ECT2"
"187",187,143,"EMBO_2012_Group4--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.png.jpg",-1.233091731,619.3986014,7.038111133,0.022867196,0.011207595,"PLK1","EMBO_2012_Group4",1,"s449",90,8,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00008--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group4__PLK1"
"188",188,205,"EMBO_2012_Group4--empty--empty--W0007--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0007--P001--T00090--Z000--C01.ome.png.jpg",-1.404371471,639.0439024,6.951242586,0.016996034,0.010491473,"empty","EMBO_2012_Group4",1,"empty",90,7,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00007--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"189",189,137,"EMBO_2012_Group4--s444246--XWNeg9--W0009--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s444246--XWNeg9--W0009--P001--T00090--Z000--C01.ome.png.jpg",-1.09867608,588.1021898,7.409408424,0.026978508,0.012663421,"XWNeg9","EMBO_2012_Group4",1,"s444246",90,9,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00009--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group4__XWNeg9"
"190",190,152,"EMBO_2012_Group4--empty--empty--W0012--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0012--P001--T00090--Z000--C01.ome.png.jpg",-0.944885178,539.8421053,8.37227693,0.032924244,0.015175179,"empty","EMBO_2012_Group4",1,"empty",90,12,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00012--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"191",191,168,"EMBO_2012_Group4--empty--empty--W0010--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0010--P001--T00090--Z000--C01.ome.png.jpg",-1.034317181,590.3035714,7.1589731,0.02498193,0.012280573,"empty","EMBO_2012_Group4",1,"empty",90,10,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00010--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"192",192,112,"EMBO_2012_Group4--s7903--KIF11--W0011--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s7903--KIF11--W0011--P001--T00090--Z000--C01.ome.png.jpg",-0.85726309,523.375,7.532248097,0.034488936,0.014548988,"KIF11","EMBO_2012_Group4",1,"s7903",90,11,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00011--s7903--KIF11/P00001--s7903--KIF11","/g/EMBO_HTM_2012--cp/images","KIF11_s7903","EMBO_2012_Group4__KIF11"
"193",193,145,"EMBO_2012_Group2--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png.jpg",-0.860611859,468.4344828,6.03314728,0.030501944,0.012909397,"CKAP5","EMBO_2012_Group2",1,"s18928",90,36,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00036--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group2__CKAP5"
"194",194,349,"EMBO_2012_Group2--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png.jpg",-1.493457461,581.6848138,4.520415917,0.009930965,0.007401848,"CDC20","EMBO_2012_Group2",1,"sCDC20",90,33,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group2__CDC20"
"195",195,346,"EMBO_2012_Group2--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png.jpg",-1.595084024,592.0982659,5.01984941,0.011188187,0.008028082,"Scramble","EMBO_2012_Group2",1,"s229174",90,34,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00034--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"196",196,402,"EMBO_2012_Group2--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0035--P001--T00090--Z000--C01.ome.png.jpg",-1.465808998,569.681592,5.422411697,0.012828806,0.00915573,"empty","EMBO_2012_Group2",1,"empty",90,35,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00035--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"197",197,419,"EMBO_2012_Group2--empty--empty--W0007--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0007--P001--T00090--Z000--C01.ome.png.jpg",-1.816226817,630.1312649,5.521134528,0.011444733,0.008375149,"empty","EMBO_2012_Group2",1,"empty",90,7,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00007--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"198",198,181,"EMBO_2012_Group2--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.png.jpg",-2.013666813,1060.132597,9.414645495,0.012211181,0.0083804,"ECT2","EMBO_2012_Group2",1,"s4445",90,5,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00005--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group2__ECT2"
"199",199,99,"EMBO_2012_Group2--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.png.jpg",-1.270659216,513.2222222,5.429291525,0.022795287,0.01023584,"PLK1","EMBO_2012_Group2",1,"s449",90,8,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00008--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group2__PLK1"
"200",200,274,"EMBO_2012_Group2--empty--empty--W0006--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0006--P001--T00090--Z000--C01.ome.png.jpg",-1.824951013,656.0072993,5.381262275,0.010875623,0.007786919,"empty","EMBO_2012_Group2",1,"empty",90,6,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00006--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"201",201,189,"EMBO_2012_Group2--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.png.jpg",-1.259335528,762.8730159,6.791784597,0.013911788,0.008614894,"ECT2","EMBO_2012_Group2",1,"s4445",90,55,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00055--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group2__ECT2"
"202",202,363,"EMBO_2012_Group2--empty--empty--W0054--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0054--P001--T00090--Z000--C01.ome.png.jpg",-1.41349835,570.3884298,4.930147374,0.011885941,0.008243695,"empty","EMBO_2012_Group2",1,"empty",90,54,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00054--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"203",203,295,"EMBO_2012_Group2--empty--empty--W0056--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0056--P001--T00090--Z000--C01.ome.png.jpg",-1.368542512,610.3694915,4.984969727,0.011279484,0.007967142,"empty","EMBO_2012_Group2",1,"empty",90,56,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00056--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"204",204,177,"EMBO_2012_Group2--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.png.jpg",-1.20443452,586.920904,5.336126233,0.014253998,0.008970774,"CDC20","EMBO_2012_Group2",1,"sCDC20",90,53,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00053--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group2__CDC20"
"205",205,240,"EMBO_2012_Group2--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png.jpg",-1.652686569,622.1875,5.150134477,0.011459729,0.007999078,"COPB1","EMBO_2012_Group2",1,"s3371",90,50,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00050--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group2__COPB1"
"206",206,317,"EMBO_2012_Group2--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png.jpg",-1.798325897,633.3470032,5.228824269,0.011295157,0.007941484,"Scramble","EMBO_2012_Group2",1,"s229174",90,49,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00049--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"207",207,147,"EMBO_2012_Group2--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png.jpg",-1.109094236,920.4761905,10.06011297,0.023388554,0.011152475,"AURKB","EMBO_2012_Group2",1,"s17612",90,52,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00052--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group2__AURKB"
